old_name,new_name
Prit_perlm_903AL1_EKDL220005778-1a-D710-AK1545_HKC5NDSX3_L4_1.fq,4080_R1.fastq
Prit_visco_904AL1_EKDL220005778-1a-D710-AK1546_HKC5NDSX3_L4_1.fq,4081_R1.fastq
Prit_visco_905AL1_EKDL220005778-1a-D712-AK1544_HKC5NDSX3_L4_1.fq,4082_R1.fastq
Prit_visco_906AL1_EKDL220005778-1a-D712-AK1545_HKC5NDSX3_L4_1.fq,4083_R1.fastq
Prit_vuyls_856AL1_EKDL220005778-1a-D706-AK1682_HKC5NDSX3_L4_1.fq,4084_R1.fastq
Prit_waial_855AL1_EKDL220005778-1a-D706-AK1681_HKC5NDSX3_L4_1.fq,4085_R1.fastq
Rhap_puhuo_843AL1_EKDL220005778-1a-AK3404-AK1682_HKC5NDSX3_L4_1.fq,4086_R1.fastq
Rhap_robus_809AL1_EKDL220005778-1a-D702-AK1780_HKC5NDSX3_L4_1.fq,4087_R1.fastq
R_sub_sbsu_808AL1_EKDL220005778-1a-D702-AK1682_HKC5NDSX3_L4_1.fq,4088_R1.fastq
Thri_excel_867AL1_EKDL220005778-1a-D707-AK1544_HKC5NDSX3_L4_1.fq,4089_R1.fastq
Arec_chyly_879AL1_EKDL220005778-1a-7UDI239-AK1543_HKC5NDSX3_L4_2.fq,4000_R2.fastq
Arec_chyly_880AL1_EKDL220005778-1a-7UDI239-AK1544_HKC5NDSX3_L4_2.fq,4001_R2.fastq
Arec_cryop_878AL1_EKDL220005778-1a-7UDI239-AK1780_HKC5NDSX3_L4_2.fq,4002_R2.fastq
Aren_disti_810AL1_EKDL220005778-1a-D702-AK1543_HKC5NDSX3_L4_2.fq,4003_R2.fastq
Aren_hasta_811AL1_EKDL220005778-1a-D702-AK1544_HKC5NDSX3_L4_2.fq,4004_R2.fastq
Bora_aethi_822AL1_EKDL220005778-1a-D704-AK1680_HKC5NDSX3_L4_2.fq,4005_R2.fastq
Bora_akeas_823AL1_EKDL220005778-1a-D704-AK1681_HKC5NDSX3_L4_2.fq,4006_R2.fastq
Bora_heine_824AL1_EKDL220005778-1a-D704-AK1682_HKC5NDSX3_L4_2.fq,4007_R2.fastq
Bora_madag_836AL1_EKDL220005778-1a-D705-AK1545_HKC5NDSX3_L4_2.fq,4008_R2.fastq
Brah_dulci_807AL1_EKDL220005778-1a-D702-AK1681_HKC5NDSX3_L4_2.fq,4009_R2.fastq
C_kal_sbco_839AL1_EKDL220005778-1a-D711-AK1681_HKC5NDSX3_L4_2.fq,4010_R2.fastq
C_kal_sbka_838AL1_EKDL220005778-1a-D711-AK1680_HKC5NDSX3_L4_2.fq,4011_R2.fastq
Cocc_acumi_872AL1_EKDL220005778-1a-7UDI239-AK1680_HKC5NDSX3_L4_2.fq,4012_R2.fastq
cocc_acumi_886AL1_EKDL220005778-1a-D708-AK1544_HKC5NDSX3_L4_2.fq,4013_R2.fastq
Cocc_bosch_864AL1_EKDL220005778-1a-D707-AK1682_HKC5NDSX3_L4_2.fq,4014_R2.fastq
Cocc_garci_868AL1_EKDL220005778-1a-D707-AK1545_HKC5NDSX3_L4_2.fq,4015_R2.fastq
Cocc_pseud_863AL1_EKDL220005778-1a-D707-AK1681_HKC5NDSX3_L4_2.fq,4016_R2.fastq
Cocc_scopa_862AL1_EKDL220005778-1a-D707-AK1680_HKC5NDSX3_L4_2.fq,4017_R2.fastq
Cocc_spno_865AL1_EKDL220005778-1a-D707-AK1780_HKC5NDSX3_L4_2.fq,4018_R2.fastq
Cocc_spNov_877AL1_EKDL220005778-1a-7UDI239-AK1682_HKC5NDSX3_L4_2.fq,4019_R2.fastq
Cocc_yurag_870AL1_EKDL220005778-1a-AK3404-AK1546_HKC5NDSX3_L4_2.fq,4020_R2.fastq
Cocc_yurag_884AL1_EKDL220005778-1a-D708-AK1780_HKC5NDSX3_L4_2.fq,4021_R2.fastq
Cope_britt_888AL1_EKDL220005778-1a-D708-AK1546_HKC5NDSX3_L4_2.fq,4022_R2.fastq
Cope_cowel_876AL1_EKDL220005778-1a-D712-AK1543_HKC5NDSX3_L4_2.fq,4023_R2.fastq
Cope_humic_859AL1_EKDL220005778-1a-D706-AK1544_HKC5NDSX3_L4_2.fq,4024_R2.fastq
Cope_roigi_873AL1_EKDL220005778-1a-7UDI239-AK1681_HKC5NDSX3_L4_2.fq,4025_R2.fastq
Cory_lecom_806AL1_EKDL220005778-1a-D702-AK1680_HKC5NDSX3_L4_2.fq,4026_R2.fastq
Cryo_cooki_861AL1_EKDL220005778-1a-D706-AK1546_HKC5NDSX3_L4_2.fq,4027_R2.fastq
Cryo_grayu_875AL1_EKDL220005778-1a-D712-AK1780_HKC5NDSX3_L4_2.fq,4028_R2.fastq
C_zan_spno_858AL1_EKDL220005778-1a-D706-AK1543_HKC5NDSX3_L4_2.fq,4029_R2.fastq
C_zan_spno_860AL1_EKDL220005778-1a-D706-AK1545_HKC5NDSX3_L4_2.fq,4030_R2.fastq
Licu_corne_812AL1_EKDL220005778-1a-D702-AK1545_HKC5NDSX3_L4_2.fq,4031_R2.fastq
Licu_halli_813AL1_EKDL220005778-1a-D702-AK1546_HKC5NDSX3_L4_2.fq,4032_R2.fastq
Licu_kiahi_814AL1_EKDL220005778-1a-DY0088-AK1680_HKC5NDSX3_L4_2.fq,4033_R2.fastq
Licu_kuchi_818AL1_EKDL220005778-1a-DY0088-AK1543_HKC5NDSX3_L4_2.fq,4034_R2.fastq
Licu_laute_825AL1_EKDL220005778-1a-D704-AK1780_HKC5NDSX3_L4_2.fq,4035_R2.fastq
Licu_matta_842AL1_EKDL220005778-1a-AK3404-AK1681_HKC5NDSX3_L4_2.fq,4036_R2.fastq
Licu_pumil_815AL1_EKDL220005778-1a-DY0088-AK1681_HKC5NDSX3_L4_2.fq,4037_R2.fastq
Licu_tanyc_885AL1_EKDL220005778-1a-D708-AK1543_HKC5NDSX3_L4_2.fq,4038_R2.fastq
Maxb_graci_820AL1_EKDL220005778-1a-DY0088-AK1545_HKC5NDSX3_L4_2.fq,4039_R2.fastq
Mede_argun_837AL1_EKDL220005778-1a-D705-AK1546_HKC5NDSX3_L4_2.fq,4040_R2.fastq
Phoe_atlan_840AL1_EKDL220005778-1a-D711-AK1682_HKC5NDSX3_L4_2.fq,4052_R2.fastq
Phoe_palud_841AL1_EKDL220005778-1a-AK3404-AK1680_HKC5NDSX3_L4_2.fq,4053_R2.fastq
Phol_macro_846AL1_EKDL220005778-1a-D711-AK1780_HKC5NDSX3_L4_2.fq,4054_R2.fastq
Prit_baker_891AL1_EKDL220005778-1a-D709-AK1682_HKC5NDSX3_L4_2.fq,4055_R2.fastq
Prit_becca_869AL1_EKDL220005778-1a-D707-AK1546_HKC5NDSX3_L4_2.fq,4056_R2.fastq
Prit_flynn_897AL1_EKDL220005778-1a-D710-AK1680_HKC5NDSX3_L4_2.fq,4057_R2.fastq
Prit_flynn_898AL1_EKDL220005778-1a-D710-AK1681_HKC5NDSX3_L4_2.fq,4058_R2.fastq
Prit_flynn_899AL1_EKDL220005778-1a-D710-AK1682_HKC5NDSX3_L4_2.fq,4059_R2.fastq
Prit_forbe_857AL1_EKDL220005778-1a-D706-AK1780_HKC5NDSX3_L4_2.fq,4060_R2.fastq
Prit_glabr_892AL1_EKDL220005778-1a-D709-AK1780_HKC5NDSX3_L4_2.fq,4061_R2.fastq
Prit_glabr_896AL1_EKDL220005778-1a-D709-AK1546_HKC5NDSX3_L4_2.fq,4062_R2.fastq
Prit_hardy_893AL1_EKDL220005778-1a-D709-AK1543_HKC5NDSX3_L4_2.fq,4063_R2.fastq
Prit_hardy_894AL1_EKDL220005778-1a-D709-AK1544_HKC5NDSX3_L4_2.fq,4064_R2.fastq
Prit_hardy_895AL1_EKDL220005778-1a-D709-AK1545_HKC5NDSX3_L4_2.fq,4065_R2.fastq
Prit_hille_847AL1_EKDL220005778-1a-AK3404-AK1544_HKC5NDSX3_L4_2.fq,4066_R2.fastq
Prit_kaala_849AL1_EKDL220005778-1a-D711-AK1543_HKC5NDSX3_L4_2.fq,4067_R2.fastq
Prit_kahuk_890AL1_EKDL220005778-1a-D709-AK1681_HKC5NDSX3_L4_2.fq,4068_R2.fastq
Prit_kahuk_900AL1_EKDL220005778-1a-D710-AK1780_HKC5NDSX3_L4_2.fq,4069_R2.fastq
Prit_lanig_889AL1_EKDL220005778-1a-D709-AK1680_HKC5NDSX3_L4_2.fq,4070_R2.fastq
Prit_lowre_848AL1_EKDL220005778-1a-AK3404-AK1545_HKC5NDSX3_L4_2.fq,4071_R2.fastq
Prit_minor_851AL1_EKDL220005778-1a-D711-AK1545_HKC5NDSX3_L4_2.fq,4072_R2.fastq
Prit_mitia_852AL1_EKDL220005778-1a-D711-AK1546_HKC5NDSX3_L4_2.fq,4073_R2.fastq
Prit_munro_866AL1_EKDL220005778-1a-D707-AK1543_HKC5NDSX3_L4_2.fq,4074_R2.fastq
prit_munro_887AL1_EKDL220005778-1a-D708-AK1545_HKC5NDSX3_L4_2.fq,4075_R2.fastq
Prit_napal_853AL1_EKDL220005778-1a-D712-AK1680_HKC5NDSX3_L4_2.fq,4076_R2.fastq
Prit_pacif_854AL1_EKDL220005778-1a-D706-AK1680_HKC5NDSX3_L4_2.fq,4077_R2.fastq
Prit_perlm_901AL1_EKDL220005778-1a-D710-AK1543_HKC5NDSX3_L4_2.fq,4078_R2.fastq
Prit_perlm_902AL1_EKDL220005778-1a-D710-AK1544_HKC5NDSX3_L4_2.fq,4079_R2.fastq
Prit_perlm_903AL1_EKDL220005778-1a-D710-AK1545_HKC5NDSX3_L4_2.fq,4080_R2.fastq
Prit_visco_904AL1_EKDL220005778-1a-D710-AK1546_HKC5NDSX3_L4_2.fq,4081_R2.fastq
Prit_visco_905AL1_EKDL220005778-1a-D712-AK1544_HKC5NDSX3_L4_2.fq,4082_R2.fastq
Prit_visco_906AL1_EKDL220005778-1a-D712-AK1545_HKC5NDSX3_L4_2.fq,4083_R2.fastq
Prit_vuyls_856AL1_EKDL220005778-1a-D706-AK1682_HKC5NDSX3_L4_2.fq,4084_R2.fastq
Prit_waial_855AL1_EKDL220005778-1a-D706-AK1681_HKC5NDSX3_L4_2.fq,4085_R2.fastq
Rhap_puhuo_843AL1_EKDL220005778-1a-AK3404-AK1682_HKC5NDSX3_L4_2.fq,4086_R2.fastq
Rhap_robus_809AL1_EKDL220005778-1a-D702-AK1780_HKC5NDSX3_L4_2.fq,4087_R2.fastq
R_sub_sbsu_808AL1_EKDL220005778-1a-D702-AK1682_HKC5NDSX3_L4_2.fq,4088_R2.fastq
Thri_excel_867AL1_EKDL220005778-1a-D707-AK1544_HKC5NDSX3_L4_2.fq,4089_R2.fastq
Aren_austr_819AL2_EKDL220005778-1a-AK5010-AK1680_HKC5NDSX3_L4_1.fq,4091_R1.fastq
Aren_austr_819AL2_EKDL220005778-1a-AK5010-AK1680_HKC5NDSX3_L4_2.fq,4091_R2.fastq
Cocc_bermu_883AL2_EKDL220005778-1a-AK5010-AK1682_HKC5NDSX3_L4_1.fq,4092_R1.fastq
Cocc_bermu_883AL2_EKDL220005778-1a-AK5010-AK1682_HKC5NDSX3_L4_2.fq,4092_R2.fastq
Cocc_garci_881AL2_EKDL220005778-1a-AK5010-AK1543_HKC5NDSX3_L4_1.fq,4093_R1.fastq
Cocc_garci_881AL2_EKDL220005778-1a-AK5010-AK1543_HKC5NDSX3_L4_2.fq,4093_R2.fastq
Cope_cowel_882AL2_EKDL220005778-1a-AK5010-AK1780_HKC5NDSX3_L4_1.fq,4094_R1.fastq
Cope_cowel_882AL2_EKDL220005778-1a-AK5010-AK1780_HKC5NDSX3_L4_2.fq,4094_R2.fastq
Cryo_macro_874AL2_EKDL220005778-1a-AK5010-AK1544_HKC5NDSX3_L4_1.fq,4095_R1.fastq
Cryo_macro_874AL2_EKDL220005778-1a-AK5010-AK1544_HKC5NDSX3_L4_2.fq,4095_R2.fastq
Hemi_rivul_871AL2_EKDL220005778-1a-AK5010-AK1545_HKC5NDSX3_L4_1.fq,4096_R1.fastq
Hemi_rivul_871AL2_EKDL220005778-1a-AK5010-AK1545_HKC5NDSX3_L4_2.fq,4096_R2.fastq
Lata_versc_826AL2_EKDL220005778-1a-AK5007-AK1543_HKC5NDSX3_L4_1.fq,4097_R1.fastq
Lata_versc_826AL2_EKDL220005778-1a-AK5007-AK1543_HKC5NDSX3_L4_2.fq,4097_R2.fastq
Licu_campe_817A1L_EKDL220005778-1a-DY0088-AK1780_HKC5NDSX3_L4_1.fq,4098_R1.fastq
Licu_campe_817A1L_EKDL220005778-1a-DY0088-AK1780_HKC5NDSX3_L4_2.fq,4098_R2.fastq
Licu_pendu_816A1L_EKDL220005778-1a-DY0088-AK1682_HKC5NDSX3_L4_1.fq,4099_R1.fastq
Licu_pendu_816A1L_EKDL220005778-1a-DY0088-AK1682_HKC5NDSX3_L4_2.fq,4099_R2.fastq
Prit_marti_850AL2_EKDL220005778-1a-AK5010-AK1546_HKC5NDSX3_L4_1.fq,4100_R1.fastq
Prit_marti_850AL2_EKDL220005778-1a-AK5010-AK1546_HKC5NDSX3_L4_2.fq,4100_R2.fastq
